Data;Estagio;Precipitacao;ET0;KC;CAD_Max;FatorF_Estresse;CAD_Estresse;FatorF_Otimizado;CAD_Otimizado
45104;Maturacao;0.00;4.00;0.85;75.00;0.50;37.50;0.50;37.50
45105;Maturacao;0.00;4.50;0.85;75.00;0.50;37.50;0.50;37.50
45106;Maturacao;0.00;5.00;0.85;75.00;0.50;37.50;0.50;37.50
45107;Maturacao;0.00;4.30;0.85;75.00;0.50;37.50;0.50;37.50
45426;Maturacao;0.00;5.70;0.85;75.00;0.50;37.50;0.50;37.50
45427;Maturacao;0.00;4.50;0.85;75.00;0.50;37.50;0.50;37.50
45428;Maturacao;0.00;4.80;0.85;75.00;0.50;37.50;0.50;37.50
45429;Maturacao;0.00;5.60;0.85;75.00;0.50;37.50;0.50;37.50
45430;Maturacao;0.00;5.70;0.85;75.00;0.50;37.50;0.50;37.50
45431;Maturacao;0.00;5.80;0.85;75.00;0.50;37.50;0.50;37.50
45433;Maturacao;0.00;5.40;0.85;75.00;0.50;37.50;0.50;37.50
45435;Maturacao;0.00;5.30;0.85;75.00;0.50;37.50;0.50;37.50
45436;Maturacao;0.00;5.10;0.85;75.00;0.50;37.50;0.50;37.50
45437;Maturacao;0.00;4.50;0.85;75.00;0.50;37.50;0.50;37.50
45438;Maturacao;0.00;3.40;0.85;75.00;0.50;37.50;0.50;37.50
45439;Maturacao;0.60;3.00;0.85;75.00;0.50;37.50;0.50;37.50
45440;Maturacao;0.20;3.90;0.85;75.00;0.50;37.50;0.50;37.50
45442;Maturacao;0.20;2.80;0.85;75.00;0.50;37.50;0.50;37.50
45443;Maturacao;0.00;5.10;0.85;75.00;0.50;37.50;0.50;37.50
45444;Maturacao;0.00;5.40;0.85;75.00;0.50;37.50;0.50;37.50
45445;Maturacao;0.00;5.30;0.85;75.00;0.50;37.50;0.50;37.50
45446;Maturacao;0.00;5.00;0.85;75.00;0.50;37.50;0.50;37.50
45447;Maturacao;0.00;5.10;0.85;75.00;0.50;37.50;0.50;37.50
45448;Maturacao;0.00;4.90;0.85;75.00;0.50;37.50;0.50;37.50
45449;Maturacao;0.00;5.10;0.85;75.00;0.50;37.50;0.50;37.50
45450;Maturacao;0.00;5.40;0.85;75.00;0.50;37.50;0.50;37.50
45451;Maturacao;0.00;5.20;0.85;75.00;0.50;37.50;0.50;37.50
45452;Maturacao;0.00;4.90;0.85;75.00;0.50;37.50;0.50;37.50
45453;Maturacao;0.00;5.10;0.85;75.00;0.50;37.50;0.50;37.50
45454;Maturacao;0.00;4.90;0.85;75.00;0.50;37.50;0.50;37.50
45455;Maturacao;0.00;5.30;0.85;75.00;0.50;37.50;0.50;37.50
45456;Maturacao;0.00;5.70;0.85;75.00;0.50;37.50;0.50;37.50
45457;Maturacao;0.00;6.10;0.85;75.00;0.50;37.50;0.50;37.50
45458;Maturacao;0.00;5.10;0.85;75.00;0.50;37.50;0.50;37.50
45459;Maturacao;0.00;5.40;0.85;75.00;0.50;37.50;0.50;37.50
45460;Maturacao;0.00;5.20;0.85;75.00;0.50;37.50;0.50;37.50
45461;Maturacao;0.00;5.00;0.85;75.00;0.50;37.50;0.50;37.50
45462;Maturacao;0.00;5.50;0.85;75.00;0.50;37.50;0.50;37.50
45463;Maturacao;0.00;6.30;0.85;75.00;0.50;37.50;0.50;37.50
45464;Maturacao;0.00;5.40;0.85;75.00;0.50;37.50;0.50;37.50
45465;Maturacao;0.00;6.00;0.85;75.00;0.50;37.50;0.50;37.50
45466;Maturacao;0.00;5.10;0.85;75.00;0.50;37.50;0.50;37.50
45467;Maturacao;0.00;5.00;0.85;75.00;0.50;37.50;0.50;37.50
45468;Maturacao;0.00;6.00;0.85;75.00;0.50;37.50;0.50;37.50
45469;Maturacao;0.00;5.40;0.85;75.00;0.50;37.50;0.50;37.50
45470;Maturacao;0.00;5.70;0.85;75.00;0.50;37.50;0.50;37.50
45471;Maturacao;0.00;5.20;0.85;75.00;0.50;37.50;0.50;37.50
45757;Maturacao;0.00;3.50;0.85;75.00;0.50;37.50;0.50;37.50
45758;Maturacao;0.00;3.70;0.85;75.00;0.50;37.50;0.50;37.50
45759;Maturacao;0.00;5.10;0.85;75.00;0.50;37.50;0.50;37.50
45760;Maturacao;3.80;4.90;0.85;75.00;0.50;37.50;0.50;37.50
45761;Maturacao;0.00;1.60;0.85;75.00;0.50;37.50;0.50;37.50
45762;Maturacao;7.40;4.20;0.85;75.00;0.50;37.50;0.50;37.50
45763;Maturacao;3.20;3.80;0.85;75.00;0.50;37.50;0.50;37.50
45764;Maturacao;0.00;1.40;0.85;75.00;0.50;37.50;0.50;37.50
45765;Maturacao;3.20;3.10;0.85;75.00;0.50;37.50;0.50;37.50
45766;Maturacao;0.00;1.10;0.85;75.00;0.50;37.50;0.50;37.50
45767;Maturacao;0.00;2.80;0.85;75.00;0.50;37.50;0.50;37.50
45768;Maturacao;0.00;4.00;0.85;75.00;0.50;37.50;0.50;37.50
45769;Maturacao;0.00;3.30;0.85;75.00;0.50;37.50;0.50;37.50
45770;Maturacao;3.60;4.10;0.85;75.00;0.50;37.50;0.50;37.50
45771;Maturacao;0.00;2.40;0.85;75.00;0.50;37.50;0.50;37.50
45772;Maturacao;17.80;2.60;0.85;75.00;0.50;37.50;0.50;37.50
45773;Maturacao;11.00;2.30;0.85;75.00;0.50;37.50;0.50;37.50
45774;Maturacao;0.40;2.10;0.85;75.00;0.50;37.50;0.50;37.50
45775;Maturacao;0.20;3.40;0.85;75.00;0.50;37.50;0.50;37.50
45776;Maturacao;0.00;2.30;0.85;75.00;0.50;37.50;0.50;37.50
45777;Maturacao;0.00;2.70;0.85;75.00;0.50;37.50;0.50;37.50
45778;Maturacao;0.00;3.90;0.85;75.00;0.50;37.50;0.50;37.50
45779;Maturacao;0.00;3.30;0.85;75.00;0.50;37.50;0.50;37.50
45780;Maturacao;0.00;4.60;0.85;75.00;0.50;37.50;0.50;37.50
45781;Maturacao;0.00;4.80;0.85;75.00;0.50;37.50;0.50;37.50
45782;Maturacao;0.00;4.30;0.85;75.00;0.50;37.50;0.50;37.50
45783;Maturacao;0.00;3.90;0.85;75.00;0.50;37.50;0.50;37.50
45784;Maturacao;0.00;3.90;0.85;75.00;0.50;37.50;0.50;37.50
45785;Maturacao;0.00;4.60;0.85;75.00;0.50;37.50;0.50;37.50
45786;Maturacao;0.00;4.70;0.85;75.00;0.50;37.50;0.50;37.50
45787;Maturacao;0.00;4.80;0.85;75.00;0.50;37.50;0.50;37.50
45788;Maturacao;0.00;4.20;0.85;75.00;0.50;37.50;0.50;37.50
45789;Maturacao;16.00;4.10;0.85;75.00;0.50;37.50;0.50;37.50
45790;Maturacao;0.00;3.60;0.85;75.00;0.50;37.50;0.50;37.50
45792;Maturacao;0.00;3.80;0.85;75.00;0.50;37.50;0.50;37.50
45793;Maturacao;0.00;3.80;0.85;75.00;0.50;37.50;0.50;37.50
45794;Maturacao;0.00;4.30;0.85;75.00;0.50;37.50;0.50;37.50
45795;Maturacao;0.00;4.40;0.85;75.00;0.50;37.50;0.50;37.50
45797;Maturacao;0.00;5.00;0.85;75.00;0.50;37.50;0.50;37.50
45798;Maturacao;0.00;4.50;0.85;75.00;0.50;37.50;0.50;37.50
45799;Maturacao;0.00;4.90;0.85;75.00;0.50;37.50;0.50;37.50
45800;Maturacao;0.00;4.80;0.85;75.00;0.50;37.50;0.50;37.50
45801;Maturacao;0.00;4.80;0.85;75.00;0.50;37.50;0.50;37.50
45802;Maturacao;0.00;4.80;0.85;75.00;0.50;37.50;0.50;37.50
45803;Maturacao;0.00;5.00;0.85;75.00;0.50;37.50;0.50;37.50
45804;Maturacao;0.00;4.10;0.85;75.00;0.50;37.50;0.50;37.50
45805;Maturacao;0.00;4.10;0.85;75.00;0.50;37.50;0.50;37.50
45806;Maturacao;1.60;3.60;0.85;75.00;0.50;37.50;0.50;37.50
45807;Maturacao;0.00;1.20;0.85;75.00;0.50;37.50;0.50;37.50
45808;Maturacao;0.00;2.50;0.85;75.00;0.50;37.50;0.50;37.50
45809;Maturacao;0.00;3.60;0.85;75.00;0.50;37.50;0.50;37.50
45810;Maturacao;0.00;4.40;0.85;75.00;0.50;37.50;0.50;37.50
45811;Maturacao;12.00;4.20;0.85;75.00;0.50;37.50;0.50;37.50
45812;Maturacao;8.60;2.40;0.85;75.00;0.50;37.50;0.50;37.50
45813;Maturacao;0.00;4.00;0.85;75.00;0.50;37.50;0.50;37.50
45814;Maturacao;0.00;3.70;0.85;75.00;0.50;37.50;0.50;37.50
45815;Maturacao;0.00;3.10;0.85;75.00;0.50;37.50;0.50;37.50
45817;Maturacao;6.00;4.20;0.85;75.00;0.50;37.50;0.50;37.50
45818;Maturacao;0.20;2.10;0.85;75.00;0.50;37.50;0.50;37.50
45819;Maturacao;0.20;2.20;0.85;75.00;0.50;37.50;0.50;37.50
45822;Maturacao;0.00;3.90;0.85;75.00;0.50;37.50;0.50;37.50
45823;Maturacao;0.00;3.60;0.85;75.00;0.50;37.50;0.50;37.50
45824;Maturacao;0.00;3.50;0.85;75.00;0.50;37.50;0.50;37.50
45825;Maturacao;0.00;4.00;0.85;75.00;0.50;37.50;0.50;37.50
45826;Maturacao;0.00;4.60;0.85;75.00;0.50;37.50;0.50;37.50
45827;Maturacao;0.00;4.40;0.85;75.00;0.50;37.50;0.50;37.50
45828;Maturacao;0.00;4.60;0.85;75.00;0.50;37.50;0.50;37.50
45829;Maturacao;0.00;4.50;0.85;75.00;0.50;37.50;0.50;37.50
45830;Maturacao;0.00;4.60;0.85;75.00;0.50;37.50;0.50;37.50
45831;Maturacao;0.80;5.30;0.85;75.00;0.50;37.50;0.50;37.50
45834;Maturacao;0.00;4.20;0.85;75.00;0.50;37.50;0.50;37.50
45835;Maturacao;0.00;5.10;0.85;75.00;0.50;37.50;0.50;37.50
45836;Maturacao;0.00;3.60;0.85;75.00;0.50;37.50;0.50;37.50
45837;Maturacao;0.00;5.20;0.85;75.00;0.50;37.50;0.50;37.50
45838;Maturacao;0.00;4.90;0.85;75.00;0.50;37.50;0.50;37.50
44743;Colheita;0.00;4.30;0.70;75.00;0.50;37.50;0.60;30.00
44744;Colheita;0.00;5.40;0.70;75.00;0.50;37.50;0.60;30.00
44745;Colheita;0.00;6.10;0.70;75.00;0.50;37.50;0.60;30.00
44746;Colheita;0.00;4.60;0.70;75.00;0.50;37.50;0.60;30.00
44747;Colheita;0.00;5.10;0.70;75.00;0.50;37.50;0.60;30.00
44748;Colheita;0.00;5.50;0.70;75.00;0.50;37.50;0.60;30.00
44749;Colheita;0.00;5.20;0.70;75.00;0.50;37.50;0.60;30.00
44750;Colheita;0.00;5.80;0.70;75.00;0.50;37.50;0.60;30.00
44751;Colheita;0.00;5.30;0.70;75.00;0.50;37.50;0.60;30.00
44752;Colheita;0.00;5.00;0.70;75.00;0.50;37.50;0.60;30.00
44753;Colheita;0.00;5.10;0.70;75.00;0.50;37.50;0.60;30.00
44754;Colheita;0.00;5.00;0.70;75.00;0.50;37.50;0.60;30.00
44755;Colheita;0.00;4.80;0.70;75.00;0.50;37.50;0.60;30.00
44756;Colheita;0.00;5.80;0.70;75.00;0.50;37.50;0.60;30.00
44757;Colheita;0.00;6.30;0.70;75.00;0.50;37.50;0.60;30.00
44758;Colheita;0.00;5.90;0.70;75.00;0.50;37.50;0.60;30.00
44759;Colheita;0.00;5.80;0.70;75.00;0.50;37.50;0.60;30.00
44760;Colheita;0.00;5.90;0.70;75.00;0.50;37.50;0.60;30.00
44761;Colheita;0.00;6.50;0.70;75.00;0.50;37.50;0.60;30.00
44762;Colheita;0.00;5.90;0.70;75.00;0.50;37.50;0.60;30.00
44763;Colheita;0.00;5.10;0.70;75.00;0.50;37.50;0.60;30.00
44764;Colheita;0.00;6.00;0.70;75.00;0.50;37.50;0.60;30.00
44765;Colheita;0.00;5.90;0.70;75.00;0.50;37.50;0.60;30.00
44766;Colheita;0.00;6.00;0.70;75.00;0.50;37.50;0.60;30.00
44767;Colheita;0.00;5.80;0.70;75.00;0.50;37.50;0.60;30.00
44768;Colheita;0.00;6.10;0.70;75.00;0.50;37.50;0.60;30.00
44769;Colheita;0.00;6.30;0.70;75.00;0.50;37.50;0.60;30.00
44770;Colheita;0.00;6.70;0.70;75.00;0.50;37.50;0.60;30.00
44771;Colheita;0.00;5.90;0.70;75.00;0.50;37.50;0.60;30.00
44772;Colheita;0.00;5.40;0.70;75.00;0.50;37.50;0.60;30.00
44773;Colheita;0.00;4.60;0.70;75.00;0.50;37.50;0.60;30.00
44774;Colheita;0.00;7.10;0.70;75.00;0.50;37.50;0.60;30.00
44775;Colheita;0.00;5.60;0.70;75.00;0.50;37.50;0.60;30.00
44776;Colheita;0.00;6.10;0.70;75.00;0.50;37.50;0.60;30.00
44777;Colheita;0.00;7.10;0.70;75.00;0.50;37.50;0.60;30.00
44778;Colheita;0.00;7.00;0.70;75.00;0.50;37.50;0.60;30.00
44779;Colheita;0.00;7.20;0.70;75.00;0.50;37.50;0.60;30.00
44780;Colheita;0.00;7.00;0.70;75.00;0.50;37.50;0.60;30.00
44781;Colheita;3.00;7.10;0.70;75.00;0.50;37.50;0.60;30.00
44782;Colheita;0.00;1.30;0.70;75.00;0.50;37.50;0.60;30.00
44783;Colheita;14.00;2.60;0.70;75.00;0.50;37.50;0.60;30.00
44785;Colheita;0.00;2.70;0.70;75.00;0.50;37.50;0.60;30.00
44786;Colheita;0.00;5.70;0.70;75.00;0.50;37.50;0.60;30.00
44787;Colheita;0.00;6.90;0.70;75.00;0.50;37.50;0.60;30.00
44788;Colheita;0.00;6.90;0.70;75.00;0.50;37.50;0.60;30.00
44789;Colheita;0.00;7.40;0.70;75.00;0.50;37.50;0.60;30.00
44790;Colheita;0.00;7.80;0.70;75.00;0.50;37.50;0.60;30.00
44791;Colheita;0.00;7.20;0.70;75.00;0.50;37.50;0.60;30.00
44792;Colheita;0.00;6.10;0.70;75.00;0.50;37.50;0.60;30.00
44793;Colheita;0.00;2.20;0.70;75.00;0.50;37.50;0.60;30.00
44794;Colheita;0.00;4.20;0.70;75.00;0.50;37.50;0.60;30.00
44795;Colheita;0.00;5.00;0.70;75.00;0.50;37.50;0.60;30.00
44796;Colheita;0.00;5.50;0.70;75.00;0.50;37.50;0.60;30.00
44797;Colheita;0.00;7.50;0.70;75.00;0.50;37.50;0.60;30.00
44798;Colheita;0.00;6.70;0.70;75.00;0.50;37.50;0.60;30.00
44799;Colheita;0.00;7.20;0.70;75.00;0.50;37.50;0.60;30.00
44800;Colheita;0.00;7.40;0.70;75.00;0.50;37.50;0.60;30.00
44801;Colheita;0.00;7.90;0.70;75.00;0.50;37.50;0.60;30.00
44802;Colheita;0.00;7.10;0.70;75.00;0.50;37.50;0.60;30.00
44803;Colheita;0.00;10.20;0.70;75.00;0.50;37.50;0.60;30.00
45108;Colheita;0.00;4.70;0.70;75.00;0.50;37.50;0.60;30.00
45109;Colheita;0.00;4.50;0.70;75.00;0.50;37.50;0.60;30.00
45110;Colheita;0.00;4.20;0.70;75.00;0.50;37.50;0.60;30.00
45111;Colheita;0.00;4.80;0.70;75.00;0.50;37.50;0.60;30.00
45112;Colheita;0.00;4.90;0.70;75.00;0.50;37.50;0.60;30.00
45113;Colheita;0.00;5.10;0.70;75.00;0.50;37.50;0.60;30.00
45114;Colheita;0.00;4.90;0.70;75.00;0.50;37.50;0.60;30.00
45115;Colheita;0.00;5.10;0.70;75.00;0.50;37.50;0.60;30.00
45116;Colheita;0.00;6.30;0.70;75.00;0.50;37.50;0.60;30.00
45117;Colheita;0.00;5.60;0.70;75.00;0.50;37.50;0.60;30.00
45118;Colheita;0.00;6.20;0.70;75.00;0.50;37.50;0.60;30.00
45119;Colheita;0.00;7.30;0.70;75.00;0.50;37.50;0.60;30.00
45120;Colheita;0.20;7.10;0.70;75.00;0.50;37.50;0.60;30.00
45121;Colheita;12.60;3.80;0.70;75.00;0.50;37.50;0.60;30.00
45123;Colheita;0.00;5.00;0.70;75.00;0.50;37.50;0.60;30.00
45124;Colheita;0.00;4.80;0.70;75.00;0.50;37.50;0.60;30.00
45125;Colheita;0.00;4.60;0.70;75.00;0.50;37.50;0.60;30.00
45126;Colheita;0.00;5.10;0.70;75.00;0.50;37.50;0.60;30.00
45127;Colheita;0.00;4.10;0.70;75.00;0.50;37.50;0.60;30.00
45128;Colheita;0.00;4.40;0.70;75.00;0.50;37.50;0.60;30.00
45129;Colheita;0.00;4.40;0.70;75.00;0.50;37.50;0.60;30.00
45130;Colheita;0.00;4.90;0.70;75.00;0.50;37.50;0.60;30.00
45131;Colheita;0.00;5.80;0.70;75.00;0.50;37.50;0.60;30.00
45132;Colheita;0.00;4.80;0.70;75.00;0.50;37.50;0.60;30.00
45133;Colheita;0.00;4.80;0.70;75.00;0.50;37.50;0.60;30.00
45134;Colheita;0.00;6.20;0.70;75.00;0.50;37.50;0.60;30.00
45135;Colheita;0.00;6.60;0.70;75.00;0.50;37.50;0.60;30.00
45136;Colheita;0.00;5.70;0.70;75.00;0.50;37.50;0.60;30.00
45137;Colheita;0.00;4.30;0.70;75.00;0.50;37.50;0.60;30.00
45138;Colheita;0.00;4.60;0.70;75.00;0.50;37.50;0.60;30.00
45139;Colheita;0.00;5.20;0.70;75.00;0.50;37.50;0.60;30.00
45140;Colheita;0.00;5.50;0.70;75.00;0.50;37.50;0.60;30.00
45141;Colheita;0.00;6.60;0.70;75.00;0.50;37.50;0.60;30.00
45142;Colheita;0.00;6.00;0.70;75.00;0.50;37.50;0.60;30.00
45143;Colheita;0.00;7.10;0.70;75.00;0.50;37.50;0.60;30.00
45144;Colheita;0.00;7.00;0.70;75.00;0.50;37.50;0.60;30.00
45145;Colheita;0.00;7.90;0.70;75.00;0.50;37.50;0.60;30.00
45146;Colheita;0.00;8.20;0.70;75.00;0.50;37.50;0.60;30.00
45147;Colheita;0.00;6.30;0.70;75.00;0.50;37.50;0.60;30.00
45148;Colheita;0.00;6.40;0.70;75.00;0.50;37.50;0.60;30.00
45149;Colheita;0.00;7.40;0.70;75.00;0.50;37.50;0.60;30.00
45150;Colheita;0.00;7.60;0.70;75.00;0.50;37.50;0.60;30.00
45151;Colheita;1.00;7.90;0.70;75.00;0.50;37.50;0.60;30.00
45152;Colheita;0.00;5.20;0.70;75.00;0.50;37.50;0.60;30.00
45153;Colheita;0.40;4.60;0.70;75.00;0.50;37.50;0.60;30.00
45154;Colheita;0.00;4.80;0.70;75.00;0.50;37.50;0.60;30.00
45155;Colheita;0.00;5.40;0.70;75.00;0.50;37.50;0.60;30.00
45156;Colheita;0.00;6.20;0.70;75.00;0.50;37.50;0.60;30.00
45157;Colheita;0.00;5.90;0.70;75.00;0.50;37.50;0.60;30.00
45158;Colheita;4.20;4.90;0.70;75.00;0.50;37.50;0.60;30.00
45159;Colheita;0.00;2.10;0.70;75.00;0.50;37.50;0.60;30.00
45160;Colheita;0.00;4.90;0.70;75.00;0.50;37.50;0.60;30.00
45161;Colheita;0.00;6.80;0.70;75.00;0.50;37.50;0.60;30.00
45162;Colheita;0.00;9.50;0.70;75.00;0.50;37.50;0.60;30.00
45163;Colheita;0.00;8.40;0.70;75.00;0.50;37.50;0.60;30.00
45164;Colheita;0.00;5.10;0.70;75.00;0.50;37.50;0.60;30.00
45165;Colheita;4.80;4.40;0.70;75.00;0.50;37.50;0.60;30.00
45166;Colheita;0.00;2.00;0.70;75.00;0.50;37.50;0.60;30.00
45167;Colheita;4.60;2.10;0.70;75.00;0.50;37.50;0.60;30.00
45168;Colheita;0.20;0.90;0.70;75.00;0.50;37.50;0.60;30.00
45169;Colheita;2.40;4.20;0.70;75.00;0.50;37.50;0.60;30.00
45839;Colheita;0.00;4.40;0.70;75.00;0.50;37.50;0.60;30.00
45840;Colheita;0.00;3.80;0.70;75.00;0.50;37.50;0.60;30.00
45841;Colheita;0.00;4.70;0.70;75.00;0.50;37.50;0.60;30.00
45843;Colheita;0.00;3.00;0.70;75.00;0.50;37.50;0.60;30.00
45844;Colheita;0.00;4.10;0.70;75.00;0.50;37.50;0.60;30.00
45845;Colheita;0.00;4.30;0.70;75.00;0.50;37.50;0.60;30.00
45846;Colheita;0.00;4.80;0.70;75.00;0.50;37.50;0.60;30.00
45847;Colheita;0.00;4.00;0.70;75.00;0.50;37.50;0.60;30.00
45848;Colheita;0.00;4.40;0.70;75.00;0.50;37.50;0.60;30.00
45849;Colheita;0.00;4.10;0.70;75.00;0.50;37.50;0.60;30.00
45850;Colheita;0.00;3.60;0.70;75.00;0.50;37.50;0.60;30.00
45851;Colheita;0.00;3.20;0.70;75.00;0.50;37.50;0.60;30.00
45853;Colheita;0.00;4.80;0.70;75.00;0.50;37.50;0.60;30.00
45854;Colheita;0.00;4.70;0.70;75.00;0.50;37.50;0.60;30.00
45855;Colheita;0.00;5.40;0.70;75.00;0.50;37.50;0.60;30.00
45856;Colheita;0.00;5.60;0.70;75.00;0.50;37.50;0.60;30.00
45857;Colheita;0.00;4.70;0.70;75.00;0.50;37.50;0.60;30.00
45858;Colheita;0.00;4.80;0.70;75.00;0.50;37.50;0.60;30.00
45859;Colheita;0.00;5.20;0.70;75.00;0.50;37.50;0.60;30.00
45860;Colheita;0.00;5.30;0.70;75.00;0.50;37.50;0.60;30.00
45861;Colheita;0.00;5.00;0.70;75.00;0.50;37.50;0.60;30.00
45862;Colheita;0.00;5.60;0.70;75.00;0.50;37.50;0.60;30.00
45863;Colheita;0.00;5.60;0.70;75.00;0.50;37.50;0.60;30.00
45864;Colheita;0.00;5.70;0.70;75.00;0.50;37.50;0.60;30.00
45865;Colheita;0.00;5.10;0.70;75.00;0.50;37.50;0.60;30.00
45866;Colheita;4.60;6.80;0.70;75.00;0.50;37.50;0.60;30.00
45867;Colheita;0.00;3.70;0.70;75.00;0.50;37.50;0.60;30.00
45870;Colheita;0.00;6.50;0.70;75.00;0.50;37.50;0.60;30.00
45871;Colheita;0.00;6.10;0.70;75.00;0.50;37.50;0.60;30.00
45872;Colheita;0.00;6.30;0.70;75.00;0.50;37.50;0.60;30.00
45873;Colheita;0.00;7.00;0.70;75.00;0.50;37.50;0.60;30.00
45874;Colheita;0.00;5.90;0.70;75.00;0.50;37.50;0.60;30.00
45875;Colheita;0.00;3.90;0.70;75.00;0.50;37.50;0.60;30.00
45876;Colheita;0.00;4.70;0.70;75.00;0.50;37.50;0.60;30.00
45877;Colheita;0.00;6.00;0.70;75.00;0.50;37.50;0.60;30.00
45878;Colheita;0.00;4.50;0.70;75.00;0.50;37.50;0.60;30.00